source,name,label,state
meld_part1,dia614_utt14,happy,train
meld_part3,dia140_utt5,happy,train
tess,OAF_sail_fear,fear,train
meld_part1,dia33_utt7,neutral,train
meld_part1,dia244_utt4,fear,train
meld_part1,dia689_utt2,neutral,train
meld_part3,dia210_utt9,neutral,train
meld_part1,dia496_utt12,angry,train
crema_d,1012_DFA_SAD_XX,sad,train
crema_d,1076_IEO_SAD_MD,sad,train
meld_part1,dia590_utt13,neutral,train
meld_part3,dia153_utt7,neutral,train
ravdess,03-01-05-02-02-01-01,angry,train
tess,OAF_check_ps,surprise,train
tess,YAF_room_angry,angry,train
crema_d,1076_IWW_NEU_XX,neutral,train
meld_part1,dia557_utt5,happy,train
meld_part3,dia144_utt1,happy,train
crema_d,1084_ITH_HAP_XX,happy,train
meld_part1,dia880_utt1,neutral,train
crema_d,1082_MTI_NEU_XX,neutral,train
meld_part2,dia14_utt2,neutral,train
meld_part1,dia378_utt1,neutral,train
meld_part3,dia70_utt21,neutral,train
meld_part1,dia431_utt19,disgust,train
tess,OAF_lid_neutral,neutral,train
meld_part1,dia223_utt3,neutral,train
meld_part1,dia743_utt0,angry,train
crema_d,1061_IEO_FEA_HI,fear,train
crema_d,1064_ITH_ANG_XX,angry,train
crema_d,1061_WSI_HAP_XX,happy,train
meld_part3,dia268_utt2,surprise,train
meld_part1,dia843_utt11,neutral,train
tess,YAF_sub_neutral,neutral,train
meld_part1,dia598_utt3,neutral,train
meld_part1,dia585_utt4,sad,train
meld_part1,dia102_utt0,neutral,train
crema_d,1090_TSI_ANG_XX,angry,train
meld_part1,dia430_utt0,angry,train
meld_part3,dia246_utt11,neutral,train
crema_d,1090_IEO_SAD_LO,sad,train
meld_part1,dia288_utt12,surprise,train
crema_d,1037_TAI_DIS_XX,disgust,train
meld_part1,dia575_utt3,neutral,train
crema_d,1039_IOM_ANG_XX,angry,train
meld_part1,dia358_utt16,neutral,train
meld_part1,dia373_utt3,neutral,train
crema_d,1027_MTI_DIS_XX,disgust,train
tess,YAF_goose_ps,surprise,train
ravdess,03-01-05-02-02-02-19,angry,train
meld_part1,dia99_utt12,neutral,train
meld_part1,dia1032_utt1,neutral,train
meld_part3,dia131_utt1,happy,train
meld_part1,dia851_utt17,neutral,train
meld_part1,dia1013_utt1,angry,train
meld_part2,dia15_utt9,fear,train
crema_d,1027_IEO_SAD_HI,sad,train
meld_part1,dia646_utt15,neutral,train
meld_part1,dia574_utt12,neutral,train
meld_part3,dia196_utt8,neutral,train
meld_part1,dia38_utt4,surprise,train
crema_d,1091_IEO_SAD_MD,sad,train
meld_part1,dia789_utt2,happy,train
crema_d,1088_DFA_ANG_XX,angry,train
meld_part1,dia78_utt2,angry,train
ravdess,03-01-03-02-01-01-12,happy,train
meld_part1,dia894_utt0,happy,train
meld_part1,dia817_utt3,surprise,train
meld_part1,dia592_utt0,neutral,train
tess,OAF_yes_neutral,neutral,train
meld_part1,dia823_utt12,happy,train
tess,YAF_bought_happy,happy,train
crema_d,1086_TAI_FEA_XX,fear,train
crema_d,1021_IEO_DIS_HI,disgust,train
meld_part1,dia168_utt7,neutral,train
tess,OAF_have_fear,fear,train
tess,OAF_gap_ps,surprise,train
crema_d,1015_IEO_SAD_LO,sad,train
crema_d,1070_IOM_SAD_XX,sad,train
ravdess,03-01-02-02-01-01-11,calm,train
meld_part1,dia334_utt9,neutral,train
meld_part1,dia629_utt11,neutral,train
meld_part1,dia992_utt6,neutral,train
meld_part1,dia765_utt1,happy,train
ravdess,03-01-06-02-01-02-05,fear,train
meld_part1,dia832_utt10,happy,train
meld_part1,dia960_utt5,disgust,train
meld_part1,dia524_utt10,neutral,train
meld_part2,dia87_utt1,neutral,train
tess,OAF_sub_fear,fear,train
crema_d,1080_WSI_SAD_XX,sad,train
meld_part1,dia897_utt1,neutral,train
crema_d,1090_MTI_SAD_XX,sad,train
meld_part3,dia32_utt10,sad,train
meld_part1,dia531_utt15,surprise,train
tess,YAF_beg_neutral,neutral,train
crema_d,1071_TIE_FEA_XX,fear,train
tess,YAF_have_happy,happy,train
meld_part1,dia543_utt0,angry,train
crema_d,1063_IEO_FEA_MD,fear,train
crema_d,1091_WSI_NEU_XX,neutral,train
ravdess,03-01-06-02-02-01-10,fear,train
meld_part2,dia89_utt9,neutral,train
meld_part1,dia446_utt19,neutral,train
meld_part1,dia947_utt0,neutral,train
meld_part1,dia1026_utt7,happy,train
meld_part1,dia752_utt9,happy,train
crema_d,1085_WSI_SAD_XX,sad,train
meld_part1,dia312_utt8,surprise,train
meld_part3,dia72_utt11,angry,train
meld_part1,dia900_utt8,happy,train
crema_d,1060_TSI_SAD_XX,sad,train
meld_part1,dia47_utt5,neutral,train
meld_part3,dia96_utt9,angry,train
meld_part1,dia707_utt2,neutral,train
crema_d,1042_IEO_FEA_HI,fear,train
meld_part1,dia536_utt0,surprise,train
crema_d,1036_ITH_ANG_XX,angry,train
meld_part1,dia644_utt8,happy,train
ravdess,03-01-01-01-02-02-16,neutral,train
tess,YAF_get_ps,surprise,train
tess,YAF_beg_sad,sad,train
tess,YAF_sail_fear,fear,train
crema_d,1062_IWW_DIS_XX,disgust,train
meld_part1,dia130_utt15,neutral,train
ravdess,03-01-06-01-02-01-18,fear,train
meld_part1,dia821_utt4,neutral,train
meld_part1,dia611_utt13,neutral,train
meld_part1,dia923_utt6,surprise,train
crema_d,1024_IOM_FEA_XX,fear,train
crema_d,1065_MTI_DIS_XX,disgust,train
meld_part3,dia35_utt3,neutral,train
meld_part1,dia939_utt19,neutral,train
crema_d,1026_TAI_NEU_XX,neutral,train
meld_part1,dia530_utt3,surprise,train
meld_part1,dia72_utt1,surprise,train
crema_d,1016_TAI_FEA_XX,fear,train
crema_d,1077_TSI_SAD_XX,sad,train
tess,YAF_such_angry,angry,train
meld_part2,dia109_utt6,neutral,train
crema_d,1016_IEO_SAD_MD,sad,train
meld_part1,dia794_utt1,angry,train
meld_part1,dia654_utt1,disgust,train
tess,OAF_limb_happy,happy,train
tess,OAF_limb_fear,fear,train
crema_d,1074_MTI_DIS_XX,disgust,train
tess,OAF_phone_fear,fear,train
tess,YAF_fail_sad,sad,train
crema_d,1009_TAI_ANG_XX,angry,train
meld_part1,dia189_utt10,neutral,train
meld_part1,dia508_utt21,angry,train
meld_part3,dia46_utt6,neutral,train
ravdess,03-01-06-02-01-02-11,fear,train
crema_d,1046_IEO_NEU_XX,neutral,train
meld_part3,dia264_utt0,angry,train
crema_d,1033_IWL_FEA_XX,fear,train
crema_d,1034_IEO_DIS_HI,disgust,train
meld_part2,dia23_utt7,sad,train
meld_part1,dia542_utt0,neutral,train
meld_part3,dia166_utt10,neutral,train
meld_part1,dia476_utt5,surprise,train
ravdess,03-01-03-01-01-02-21,happy,train
meld_part1,dia935_utt8,angry,train
meld_part1,dia52_utt5,neutral,train
meld_part1,dia1015_utt4,neutral,train
meld_part1,dia622_utt5,neutral,train
meld_part1,dia222_utt6,neutral,train
meld_part1,dia886_utt10,happy,train
meld_part1,dia426_utt4,neutral,train
meld_part1,dia319_utt17,happy,train
meld_part3,dia120_utt12,surprise,train
meld_part3,dia266_utt14,happy,train
meld_part1,dia475_utt3,happy,train
crema_d,1017_IEO_SAD_HI,sad,train
tess,OAF_near_angry,angry,train
meld_part1,dia512_utt8,angry,train
crema_d,1054_TIE_HAP_XX,happy,train
crema_d,1091_DFA_HAP_XX,happy,train
meld_part1,dia296_utt7,neutral,train
crema_d,1023_DFA_HAP_XX,happy,train
crema_d,1032_IEO_ANG_HI,angry,train
meld_part1,dia809_utt4,happy,train
ravdess,03-01-04-01-02-02-07,sad,train
crema_d,1058_DFA_FEA_XX,fear,train
tess,OAF_food_happy,happy,train
tess,YAF_jar_sad,sad,train
ravdess,03-01-06-02-02-02-01,fear,train
meld_part2,dia13_utt17,neutral,train
meld_part1,dia337_utt17,neutral,train
meld_part1,dia269_utt0,neutral,train
crema_d,1077_DFA_ANG_XX,angry,train
ravdess,03-01-05-02-02-02-10,angry,train
meld_part1,dia990_utt17,neutral,train
crema_d,1086_TIE_HAP_XX,happy,train
meld_part2,dia63_utt3,happy,train
crema_d,1048_TSI_FEA_XX,fear,train
meld_part3,dia145_utt12,neutral,train
tess,YAF_room_fear,fear,train
crema_d,1013_IEO_HAP_MD,happy,train
meld_part1,dia436_utt4,neutral,train
meld_part1,dia350_utt6,neutral,train
crema_d,1080_TIE_NEU_XX,neutral,train
meld_part2,dia98_utt3,happy,train
meld_part2,dia83_utt3,surprise,train
meld_part3,dia132_utt17,neutral,train
meld_part1,dia305_utt9,surprise,train
crema_d,1086_ITS_SAD_XX,sad,train
meld_part1,dia967_utt8,surprise,train
meld_part1,dia202_utt5,surprise,train
meld_part3,dia131_utt2,neutral,train
meld_part1,dia574_utt19,sad,train
meld_part2,dia13_utt14,surprise,train
meld_part3,dia154_utt18,neutral,train
meld_part1,dia54_utt14,sad,train
tess,YAF_gap_sad,sad,train
meld_part1,dia388_utt9,disgust,train
meld_part1,dia523_utt4,neutral,train
crema_d,1043_TSI_HAP_XX,happy,train
meld_part3,dia231_utt0,neutral,train
meld_part1,dia499_utt8,happy,train
crema_d,1073_IEO_HAP_HI,happy,train
meld_part1,dia605_utt2,neutral,train
crema_d,1004_MTI_ANG_XX,angry,train
meld_part1,dia344_utt12,happy,train
meld_part3,dia125_utt11,happy,train
tess,YAF_thumb_happy,happy,train
crema_d,1074_IOM_HAP_XX,happy,train
meld_part3,dia263_utt5,sad,train
crema_d,1006_TSI_SAD_XX,sad,train
tess,OAF_book_sad,sad,train
crema_d,1040_TAI_NEU_XX,neutral,train
meld_part1,dia967_utt5,neutral,train
crema_d,1053_IEO_HAP_MD,happy,train
meld_part2,dia69_utt10,neutral,train
meld_part1,dia805_utt0,happy,train
meld_part1,dia844_utt0,neutral,train
crema_d,1043_DFA_HAP_XX,happy,train
meld_part1,dia822_utt1,neutral,train
meld_part1,dia304_utt0,neutral,train
tess,OAF_half_neutral,neutral,train
meld_part1,dia530_utt9,angry,train
tess,OAF_moon_ps,surprise,train
crema_d,1082_IWL_SAD_XX,sad,train
crema_d,1078_IWW_NEU_XX,neutral,train
crema_d,1021_DFA_NEU_XX,neutral,train
crema_d,1084_IEO_ANG_MD,angry,train
meld_part1,dia1020_utt1,happy,train
crema_d,1019_IEO_DIS_LO,disgust,train
ravdess,03-01-03-02-02-01-15,happy,train
meld_part1,dia1026_utt8,happy,train
meld_part1,dia253_utt3,surprise,train
meld_part1,dia197_utt6,neutral,train
crema_d,1053_DFA_DIS_XX,disgust,train
meld_part1,dia880_utt0,surprise,train
crema_d,1036_IWL_FEA_XX,fear,train
meld_part1,dia888_utt16,happy,train
crema_d,1023_IEO_ANG_LO,angry,train
meld_part1,dia86_utt10,happy,train
meld_part1,dia445_utt7,surprise,train
crema_d,1066_ITH_FEA_XX,fear,train
tess,OAF_south_neutral,neutral,train
meld_part1,dia933_utt19,neutral,train
crema_d,1044_ITS_DIS_XX,disgust,train
meld_part1,dia440_utt3,neutral,train
meld_part3,dia51_utt1,happy,train
ravdess,03-01-04-01-01-01-06,sad,train
tess,OAF_juice_angry,angry,train
meld_part1,dia649_utt18,neutral,train
crema_d,1032_ITS_NEU_XX,neutral,train
ravdess,03-01-07-01-02-02-03,disgust,train
tess,YAF_vine_angry,angry,train
meld_part1,dia272_utt4,neutral,train
tess,OAF_long_neutral,neutral,train
crema_d,1086_IWW_SAD_XX,sad,train
crema_d,1009_IOM_HAP_XX,happy,train
meld_part1,dia811_utt8,happy,train
crema_d,1017_TIE_DIS_XX,disgust,train
crema_d,1019_IWW_DIS_XX,disgust,train
meld_part1,dia754_utt0,sad,train
meld_part1,dia655_utt4,happy,train
meld_part3,dia187_utt8,neutral,train
meld_part1,dia192_utt0,sad,train
tess,OAF_kick_angry,angry,train
ravdess,03-01-07-02-02-02-12,disgust,train
crema_d,1003_IWW_HAP_XX,happy,train
crema_d,1058_ITS_FEA_XX,fear,train
meld_part1,dia571_utt0,neutral,train
tess,YAF_soap_neutral,neutral,train
tess,YAF_have_disgust,disgust,train
meld_part1,dia1011_utt0,surprise,train
meld_part1,dia493_utt4,neutral,train
meld_part1,dia1005_utt3,neutral,train
meld_part1,dia206_utt12,angry,train
meld_part1,dia255_utt2,surprise,train
crema_d,1009_IEO_ANG_LO,angry,train
crema_d,1010_DFA_ANG_XX,angry,train
crema_d,1082_TIE_SAD_XX,sad,train
crema_d,1051_IWW_HAP_XX,happy,train
crema_d,1042_IEO_ANG_HI,angry,train
crema_d,1035_ITH_NEU_XX,neutral,train
crema_d,1012_IOM_SAD_XX,sad,train
meld_part1,dia745_utt8,neutral,train
crema_d,1007_ITH_SAD_XX,sad,train
meld_part1,dia272_utt0,fear,train
meld_part3,dia125_utt0,happy,train
crema_d,1021_TSI_SAD_XX,sad,train
meld_part1,dia980_utt3,sad,train
meld_part1,dia883_utt0,neutral,train
meld_part2,dia44_utt0,sad,train
crema_d,1026_ITH_FEA_XX,fear,train
meld_part1,dia409_utt9,neutral,train
meld_part1,dia1038_utt11,disgust,train
meld_part3,dia64_utt3,angry,train
crema_d,1021_WSI_DIS_XX,disgust,train
meld_part1,dia6_utt3,neutral,train
meld_part1,dia360_utt3,neutral,train
meld_part1,dia207_utt0,happy,train
meld_part1,dia319_utt9,neutral,train
meld_part1,dia39_utt16,angry,train
meld_part1,dia601_utt4,happy,train
tess,OAF_vine_ps,surprise,train
tess,YAF_tip_sad,sad,train
meld_part1,dia926_utt2,sad,train
meld_part3,dia123_utt7,neutral,train
crema_d,1048_MTI_NEU_XX,neutral,train
meld_part1,dia673_utt18,surprise,train
tess,OAF_wheat_neutral,neutral,train
meld_part1,dia336_utt16,happy,train
tess,OAF_hole_sad,sad,train
ravdess,03-01-06-01-01-02-14,fear,train
crema_d,1059_DFA_DIS_XX,disgust,train
meld_part1,dia956_utt9,neutral,train
crema_d,1041_ITH_SAD_XX,sad,train
tess,OAF_beg_ps,surprise,train
ravdess,03-01-07-02-01-01-18,disgust,train
crema_d,1069_IWW_FEA_XX,fear,train
crema_d,1007_IEO_ANG_HI,angry,train
meld_part1,dia422_utt4,neutral,train
crema_d,1041_TAI_FEA_XX,fear,train
meld_part1,dia921_utt2,surprise,train
tess,YAF_jug_neutral,neutral,train
meld_part1,dia713_utt1,surprise,train
meld_part1,dia319_utt16,neutral,train
meld_part3,dia47_utt4,neutral,train
crema_d,1006_MTI_NEU_XX,neutral,train
meld_part3,dia169_utt4,surprise,train
meld_part3,dia266_utt3,neutral,train
meld_part2,dia72_utt16,angry,train
crema_d,1018_TAI_DIS_XX,disgust,train
meld_part2,dia99_utt3,surprise,train
meld_part1,dia956_utt5,neutral,train
meld_part1,dia351_utt8,happy,train
meld_part3,dia188_utt4,neutral,train
meld_part1,dia148_utt8,neutral,train
meld_part3,dia169_utt8,surprise,train
meld_part1,dia486_utt11,fear,train
meld_part1,dia577_utt7,happy,train
crema_d,1062_TSI_DIS_XX,disgust,train
meld_part1,dia379_utt3,sad,train
meld_part1,dia530_utt1,surprise,train
meld_part1,dia306_utt5,happy,train
crema_d,1080_IWL_SAD_XX,sad,train
meld_part3,dia35_utt4,neutral,train
tess,YAF_beg_disgust,disgust,train
crema_d,1091_ITH_ANG_XX,angry,train
meld_part1,dia603_utt10,happy,train
tess,YAF_bean_disgust,disgust,train
meld_part3,dia153_utt6,neutral,train
meld_part1,dia49_utt11,neutral,train
meld_part1,dia116_utt3,surprise,train
ravdess,03-01-08-01-02-01-11,surprise,train
meld_part3,dia209_utt1,happy,train
crema_d,1034_TSI_HAP_XX,happy,train
meld_part2,dia27_utt1,neutral,train
meld_part1,dia446_utt11,neutral,train
meld_part3,dia228_utt9,sad,train
crema_d,1054_IWW_ANG_XX,angry,train
meld_part3,dia72_utt16,surprise,train
tess,OAF_third_fear,fear,train
crema_d,1082_TAI_DIS_XX,disgust,train
meld_part1,dia206_utt3,surprise,train
crema_d,1017_TAI_ANG_XX,angry,train
meld_part1,dia855_utt2,neutral,train
tess,YAF_hire_ps,surprise,train
crema_d,1083_DFA_ANG_XX,angry,train
meld_part1,dia820_utt10,neutral,train
meld_part1,dia319_utt4,neutral,train
crema_d,1091_ITH_FEA_XX,fear,train
meld_part3,dia70_utt0,neutral,train
meld_part1,dia797_utt6,neutral,train
meld_part1,dia62_utt10,surprise,train
meld_part1,dia657_utt10,neutral,train
tess,YAF_peg_angry,angry,train
meld_part1,dia1031_utt1,neutral,train
meld_part1,dia592_utt1,disgust,train
meld_part1,dia556_utt5,neutral,train
meld_part1,dia283_utt3,neutral,train
tess,OAF_wire_sad,sad,train
meld_part1,dia901_utt1,neutral,train
meld_part1,dia353_utt0,neutral,train
meld_part1,dia877_utt0,happy,train
meld_part1,dia63_utt4,happy,train
tess,YAF_gin_angry,angry,train
tess,OAF_fail_fear,fear,train
crema_d,1067_ITS_NEU_XX,neutral,train
crema_d,1054_IEO_DIS_HI,disgust,train
meld_part3,dia279_utt8,neutral,train
meld_part1,dia371_utt0,neutral,train
meld_part1,dia130_utt12,neutral,train
meld_part1,dia1026_utt4,surprise,train
crema_d,1041_IOM_HAP_XX,happy,train
meld_part1,dia834_utt2,neutral,train
meld_part3,dia17_utt2,neutral,train
crema_d,1025_IWL_ANG_XX,angry,train
meld_part3,dia152_utt2,surprise,train
meld_part3,dia139_utt5,neutral,train
crema_d,1023_ITH_FEA_XX,fear,train
crema_d,1028_IEO_FEA_LO,fear,train
crema_d,1018_ITH_DIS_XX,disgust,train
meld_part1,dia410_utt1,surprise,train
meld_part1,dia366_utt11,neutral,train
tess,YAF_date_neutral,neutral,train
meld_part1,dia9_utt6,neutral,train
ravdess,03-01-05-01-01-01-12,angry,train
meld_part1,dia591_utt2,neutral,train
crema_d,1085_TSI_HAP_XX,happy,train
crema_d,1069_WSI_DIS_XX,disgust,train
crema_d,1069_WSI_FEA_XX,fear,train
crema_d,1082_IEO_DIS_LO,disgust,train
meld_part3,dia127_utt2,neutral,train
meld_part2,dia18_utt10,angry,train
meld_part3,dia166_utt12,neutral,train
crema_d,1038_ITS_SAD_XX,sad,train
meld_part2,dia37_utt7,disgust,train
tess,OAF_lose_sad,sad,train
meld_part1,dia475_utt16,neutral,train
meld_part1,dia754_utt3,neutral,train
crema_d,1006_TAI_SAD_XX,sad,train
meld_part1,dia771_utt7,neutral,train
meld_part1,dia611_utt1,neutral,train
meld_part1,dia153_utt2,neutral,train
tess,YAF_choice_neutral,neutral,train
crema_d,1033_MTI_ANG_XX,angry,train
meld_part1,dia590_utt14,neutral,train
crema_d,1015_IOM_HAP_XX,happy,train
meld_part1,dia810_utt6,happy,train
crema_d,1029_IWW_ANG_XX,angry,train
crema_d,1018_IWL_SAD_XX,sad,train
meld_part1,dia730_utt12,neutral,train
tess,OAF_loaf_ps,surprise,train
tess,OAF_king_disgust,disgust,train
ravdess,03-01-04-02-01-02-02,sad,train
crema_d,1065_ITS_ANG_XX,angry,train
meld_part1,dia538_utt3,angry,train
meld_part1,dia261_utt7,surprise,train
meld_part1,dia232_utt7,angry,train
meld_part1,dia863_utt5,neutral,train
crema_d,1088_IWL_NEU_XX,neutral,train
meld_part1,dia689_utt10,neutral,train
meld_part2,dia29_utt5,neutral,train
meld_part3,dia218_utt0,neutral,train
meld_part1,dia486_utt3,neutral,train
crema_d,1031_MTI_DIS_XX,disgust,train
crema_d,1010_IOM_ANG_XX,angry,train
crema_d,1034_IWW_SAD_XX,sad,train
meld_part2,dia108_utt3,angry,train
crema_d,1045_TSI_SAD_XX,sad,train
meld_part1,dia933_utt6,neutral,train
crema_d,1041_TSI_HAP_XX,happy,train
crema_d,1083_ITS_ANG_XX,angry,train
crema_d,1080_IWL_FEA_XX,fear,train
meld_part1,dia791_utt21,neutral,train
tess,OAF_moon_disgust,disgust,train
meld_part1,dia626_utt5,neutral,train
tess,YAF_sheep_ps,surprise,train
meld_part1,dia888_utt6,happy,train
meld_part2,dia69_utt2,neutral,train
crema_d,1046_IWW_DIS_XX,disgust,train
meld_part1,dia392_utt6,happy,train
crema_d,1038_IEO_DIS_MD,disgust,train
meld_part1,dia945_utt13,happy,train
tess,YAF_sure_sad,sad,train
tess,YAF_third_ps,surprise,train
ravdess,03-01-02-01-01-01-21,calm,train
crema_d,1072_MTI_FEA_XX,fear,train
meld_part1,dia917_utt3,angry,train
meld_part1,dia1023_utt7,surprise,train
meld_part1,dia284_utt0,neutral,train
crema_d,1007_TIE_ANG_XX,angry,train
ravdess,03-01-07-01-02-01-14,disgust,train
crema_d,1038_IWL_ANG_XX,angry,train
tess,YAF_neat_disgust,disgust,train
meld_part1,dia963_utt9,disgust,train
meld_part3,dia108_utt3,angry,train
crema_d,1002_IEO_ANG_LO,angry,train
crema_d,1074_IOM_SAD_XX,sad,train
meld_part1,dia76_utt0,neutral,train
crema_d,1054_IWL_NEU_XX,neutral,train
crema_d,1023_IOM_HAP_XX,happy,train
tess,YAF_dime_neutral,neutral,train
meld_part1,dia875_utt1,happy,train
tess,YAF_ton_fear,fear,train
crema_d,1086_IEO_FEA_HI,fear,train
tess,YAF_rain_angry,angry,train
meld_part3,dia171_utt4,happy,train
meld_part1,dia503_utt3,happy,train
ravdess,03-01-06-02-02-02-18,fear,train
crema_d,1048_IWL_HAP_XX,happy,train
crema_d,1023_IWW_FEA_XX,fear,train
crema_d,1019_MTI_NEU_XX,neutral,train
meld_part2,dia105_utt10,angry,train
meld_part1,dia572_utt10,angry,train
crema_d,1022_MTI_DIS_XX,disgust,train
crema_d,1036_IWL_DIS_XX,disgust,train
meld_part1,dia156_utt6,neutral,train
meld_part1,dia236_utt0,happy,train
crema_d,1017_IWW_ANG_XX,angry,train
crema_d,1044_IWL_ANG_XX,angry,train
tess,OAF_gas_fear,fear,train
crema_d,1059_TSI_FEA_XX,fear,train
meld_part1,dia726_utt4,surprise,train
meld_part1,dia148_utt18,angry,train
meld_part1,dia292_utt4,sad,train
ravdess,03-01-06-01-02-02-05,fear,train
meld_part3,dia250_utt3,neutral,train
meld_part1,dia877_utt1,surprise,train
meld_part2,dia58_utt3,neutral,train
ravdess,03-01-05-01-01-01-07,angry,train
tess,OAF_read_sad,sad,train
tess,OAF_have_neutral,neutral,train
crema_d,1050_DFA_ANG_XX,angry,train
meld_part1,dia761_utt8,angry,train
meld_part1,dia530_utt14,surprise,train
tess,OAF_lore_fear,fear,train
meld_part1,dia697_utt0,happy,train
tess,OAF_yearn_fear,fear,train
crema_d,1001_WSI_FEA_XX,fear,train
meld_part3,dia252_utt11,sad,train
crema_d,1003_IWL_DIS_XX,disgust,train
meld_part3,dia80_utt9,neutral,train
meld_part3,dia250_utt0,fear,train
tess,OAF_chat_angry,angry,train
tess,YAF_dip_fear,fear,train
meld_part1,dia356_utt10,angry,train
meld_part2,dia15_utt4,surprise,train
crema_d,1065_IEO_HAP_LO,happy,train
crema_d,1083_TIE_ANG_XX,angry,train
crema_d,1003_IEO_DIS_MD,disgust,train
crema_d,1059_TAI_SAD_XX,sad,train
meld_part1,dia339_utt1,neutral,train
meld_part1,dia163_utt10,neutral,train
meld_part1,dia676_utt13,neutral,train
tess,YAF_make_sad,sad,train
meld_part1,dia418_utt6,neutral,train
crema_d,1082_ITH_ANG_XX,angry,train
ravdess,03-01-03-01-02-01-23,happy,train
crema_d,1019_ITS_HAP_XX,happy,train
meld_part1,dia726_utt6,happy,train
meld_part1,dia32_utt5,neutral,train
ravdess,03-01-07-01-02-01-23,disgust,train
crema_d,1090_ITH_NEU_XX,neutral,train
meld_part1,dia908_utt10,neutral,train
ravdess,03-01-05-02-01-02-14,angry,train
meld_part1,dia296_utt11,happy,train
meld_part1,dia99_utt10,neutral,train
meld_part1,dia333_utt2,surprise,train
meld_part2,dia53_utt8,happy,train
meld_part1,dia70_utt2,neutral,train
crema_d,1058_IWL_NEU_XX,neutral,train
meld_part1,dia734_utt0,neutral,train
meld_part1,dia401_utt6,neutral,train
meld_part1,dia320_utt10,neutral,train
tess,OAF_calm_happy,happy,train
meld_part1,dia46_utt12,happy,train
meld_part1,dia95_utt10,neutral,train
meld_part3,dia97_utt9,neutral,train
crema_d,1063_IOM_SAD_XX,sad,train
meld_part1,dia843_utt0,surprise,train
tess,OAF_yearn_angry,angry,train
meld_part1,dia503_utt9,angry,train
meld_part3,dia1_utt4,happy,train
meld_part1,dia532_utt11,neutral,train
tess,YAF_read_ps,surprise,train
crema_d,1075_TIE_FEA_XX,fear,train
meld_part1,dia813_utt10,neutral,train
meld_part1,dia4_utt6,neutral,train
meld_part2,dia80_utt1,neutral,train
meld_part1,dia220_utt2,neutral,train
crema_d,1010_IWW_SAD_XX,sad,train
meld_part1,dia821_utt3,neutral,train
meld_part1,dia886_utt8,happy,train
meld_part1,dia272_utt5,neutral,train
meld_part1,dia887_utt8,surprise,train
crema_d,1087_WSI_DIS_XX,disgust,train
crema_d,1069_IEO_FEA_LO,fear,train
meld_part3,dia130_utt4,neutral,train
meld_part3,dia14_utt2,happy,train
crema_d,1065_TSI_NEU_XX,neutral,train
tess,YAF_size_ps,surprise,train
crema_d,1025_IEO_ANG_HI,angry,train
meld_part1,dia216_utt0,sad,train
meld_part1,dia317_utt11,neutral,train
crema_d,1056_MTI_ANG_XX,angry,train
ravdess,03-01-02-01-01-02-01,calm,train
meld_part1,dia95_utt11,neutral,train
meld_part1,dia836_utt4,neutral,train
meld_part1,dia915_utt2,neutral,train
meld_part1,dia1026_utt13,angry,train
meld_part1,dia966_utt6,neutral,train
meld_part3,dia93_utt3,neutral,train
meld_part1,dia281_utt7,neutral,train
tess,OAF_hire_disgust,disgust,train
meld_part1,dia298_utt4,sad,train
meld_part2,dia37_utt0,neutral,train
crema_d,1088_ITS_NEU_XX,neutral,train
meld_part3,dia244_utt12,neutral,train
meld_part1,dia923_utt12,sad,train
meld_part1,dia158_utt4,surprise,train
meld_part1,dia866_utt2,happy,train
meld_part3,dia275_utt3,neutral,train
ravdess,03-01-07-01-01-02-14,disgust,train
meld_part1,dia236_utt9,neutral,train
meld_part3,dia41_utt10,sad,train
meld_part1,dia262_utt1,neutral,train
meld_part3,dia255_utt1,happy,train
tess,YAF_hurl_happy,happy,train
meld_part1,dia366_utt14,neutral,train
crema_d,1021_ITH_SAD_XX,sad,train
meld_part1,dia603_utt6,neutral,train
meld_part1,dia478_utt2,happy,train
meld_part1,dia314_utt3,neutral,train
meld_part1,dia689_utt9,happy,train
meld_part3,dia143_utt0,neutral,train
meld_part1,dia817_utt5,neutral,train
meld_part1,dia38_utt7,surprise,train
crema_d,1061_ITS_NEU_XX,neutral,train
crema_d,1012_TSI_HAP_XX,happy,train
meld_part3,dia268_utt6,neutral,train
meld_part1,dia1014_utt0,neutral,train
tess,YAF_dodge_happy,happy,train
meld_part1,dia62_utt11,neutral,train
meld_part1,dia164_utt4,sad,train
meld_part3,dia23_utt0,happy,train
meld_part1,dia967_utt4,happy,train
meld_part1,dia28_utt5,happy,train
meld_part1,dia119_utt6,sad,train
meld_part1,dia643_utt1,neutral,train
crema_d,1065_TIE_SAD_XX,sad,train
tess,OAF_should_neutral,neutral,train
meld_part1,dia314_utt4,happy,train
meld_part1,dia412_utt1,neutral,train
crema_d,1016_WSI_DIS_XX,disgust,train
meld_part3,dia244_utt7,disgust,train
meld_part1,dia148_utt5,surprise,train
crema_d,1020_ITS_NEU_XX,neutral,train
crema_d,1081_MTI_ANG_XX,angry,train
meld_part2,dia26_utt16,sad,train
meld_part1,dia207_utt2,surprise,train
meld_part3,dia80_utt6,neutral,train
meld_part1,dia848_utt6,surprise,train
ravdess,03-01-02-02-01-01-23,calm,train
meld_part3,dia153_utt9,neutral,train
meld_part1,dia231_utt7,angry,train
meld_part1,dia501_utt5,disgust,train
crema_d,1053_IEO_FEA_MD,fear,train
